电影名称,海报地址,评分,评论人数,类型,上映日期,片长,导演,主演,国家/地区,语言,简介
古畑任三郎完结篇重生之死古畑任三郎ファイナル今、甦る死,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2155138409.jpg,9.1,11337,悬疑/犯罪,2006-01-03(日本),105分钟,星护,田村正和/西村雅彦/石井正则/石坂浩二/藤原竜也/イチロー/松嶋菜々子,日本,日语,为自然风光所环抱的鬼切村，正经历一场惊心动魄的变革。当地大企业社长堀部伍平在野外遭到黑熊的袭击身亡，其身为副社长的外甥大吉（千叶哲也 饰）随即扶正，并力主将对很多人都至为重要的后山卖给他人。大吉的弟弟音弥（藤原龙也 饰）虽身为专务，但调皮顽劣，无心商界，加上性格的不同，因此与大吉一向不和。包括音弥和当地民俗资料馆馆长天马恭介（石坂浩二 饰）在内的许多人都反对这一决定，但大吉刚愎自用，拒不退让。此举令音弥极度不满，因此精心策划了一起完美谋杀案，并且具有强有力的不在场证明。古畑任三郎（田村正和 饰）、今泉慎太郎（西村雅彦 饰）与西园寺这一全新组合登场，迎战音弥送上的超完美谋杀案…… 本片为新春完结篇第一部。
独行杀手Lesamouraï,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2276173501.jpg,8.3,29426,剧情/悬疑/惊悚/犯罪,1967-10-25(法国),105分钟,让-皮埃尔·梅尔维尔,阿兰·德龙/弗朗索瓦·佩里埃/娜塔莉·德龙/凯茜·罗齐尔/米歇尔·博斯荣德/罗伯特·法瓦尔/雅克·德尚/凯瑟琳·卓丹/Jacques Leroy/Jean-Pierre Posier/Roger Fradet/Carlo Nell/Robert Rondo/André Salgues/André Thorent,法国/意大利,法语,杰夫（阿兰·德龙 Alain Delon 饰）是一名沉默寡言的杀手，他住在一间旅馆里，仅与一只鸟为伴。独来独往的他接到委托暗杀俱乐部的老板，尽管行动天衣无缝，但警察还是扣押了他。钢琴女马蕾莉（凯茜·罗齐尔 Cathy Rosier 饰）认出了杰夫就是当天的可疑男子，但她却选择了包庇杰夫，这使杰夫心生疑虑。杰夫找到中间人结算工钱，没想到中间人开枪打伤了他。逃过一劫的杰夫暗中查明了雇主的身份，找到并且杀死了他，但同时，他发现，当初袒护他的马蕾莉，居然是雇主的情人。心情复杂的杰夫举着手枪来到俱乐部质问马蕾莉，却被早已埋伏在此的警察乱枪打死，事后，警察们发现，杰夫的手枪中并没有子弹，他这一行为的意义也成为了一个永远的秘密。
"名侦探柯南：章节ONE变小的名侦探名探偵コナンエピソード""ONE""小さくなった名探偵",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505885669.jpg,8.4,24035,动画/悬疑,2016-12-09(日本),92分钟,山本泰一郎,山口胜平/高山南/山崎和佳奈/林原惠美/绪方贤一/小山力也/高岛雅罗/岩居由希子/高木涉/大谷育江/茶风林/千叶一伸/堀之纪/立木文彦/小山茉美/井上喜久子/池田秀一/一城美由希/玉川纱己子/松井菜樱子/富田耕生/松冈文雄/一柳美留/田中秀幸/岛本须美/小松未可子/安井邦彦/秋元羊介/佐藤蓝/三户耕三/白石凉子/天野由梨/河原木志穗/石川英郎/百百麻子/浦山迅/伊东健人,日本,日语,据日本媒体报道，人气动漫《名侦探柯南》的全新特别篇作品《名侦探柯南：章节ONE 变小的名侦探》预计将于今年冬季播放。据悉，该剧由漫画原作者青山刚昌全面把关，对1996年1月8日播出的TV版第一话“云霄飞车杀人事件”未详尽描述的细节部分，例如各个角色的举动以及内心活动等进行了进一步的展开，并埋下了关系到之后800多话剧情的伏笔，是一篇全新的“起始章节”。《名侦探柯南》是一部讲述小学生侦探柯南解决众多疑难案件的人气漫画，1994年开始连载于《周刊少年Sunday》（小学馆发行）。TV版动画于1996年开始播放，次年开始制作剧场版动画。在TV版动画第一话“云霄飞车杀人事件”中，高中生侦探工藤新一和青梅竹马的女友毛利兰在多罗碧加乐园约会时遇到了杀人事件。身为侦探的新一揭穿了这场杀人事件的骗局，不料却在目睹了行动诡异的黑衣男子的交易场景之后，遭到背后袭击并被灌...
白丝带DasweißeBand–EinedeutscheKindergeschichte,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2196608840.jpg,8.2,35599,剧情/悬疑,2009-09-17(德国),144分钟,迈克尔·哈内克,克里斯蒂安·富里道尔/恩斯特·雅各比/莉奥妮·贝尼希/乌尔里希·图库尔/尤拉西纳·拉尔迪/费昂·穆特尔特/迈克尔·克兰茨/布尔格哈特·克劳斯纳/斯特菲·库内特/玛丽亚·德拉格斯/莱纳德·朴罗夏夫/勒文·亨宁/乔安娜·布塞/尤马·阿梅克/蒂伯特·塞瑞尔/约瑟夫·贝尔比奇/加布里拉·玛利亚·施迈德/雅尼娜·福茨/恩诺·特雷布斯/西奥·特里布斯/赖纳·博克/苏珊娜·洛塔尔/罗珊妮·杜兰/米利安·查特连/布兰科·萨马罗夫斯基/比吉特·米尼希迈尔/塞巴斯蒂安·胡克/凯-皮特·马立纳/德特勒夫·布克/玛丽莎·格罗瓦尔德/文森特·克鲁格/塞巴斯蒂安·拉奇/马辛·泰罗尔/塞巴斯蒂安·波拉克,德国/奥地利/法国/意大利,德语/意大利语/波兰语/拉丁语,故事的讲述者——一位乡村教师回忆起一战前夕，德国北部某村庄里的一系列离奇往事。医生骑马回家的时候被绳索绊倒受伤，人们马上展开调查的同时，牧师对两名晚归的孩子施以体罚，并为孩子们系上了象征纯洁的白丝带。第二天，一名佃农的妻子因事故身亡，乡村教师在河边发现男孩马丁在高处行走，马丁声称想知道上帝是否要惩罚他。教师与男爵家的保姆伊娃相识，彼此留下了良好印象。不久男爵主持了丰收典礼，身亡农妇的儿子认为男爵对母亲的死有责任遂破坏了男爵的菜园泄愤。所有这些恶性事件可能的始作俑者迟迟没有调查出来，纵火和针对儿童的毒打仍然发生。第二年费迪南大公遇刺之后，教师似乎发现了一些线索，但却被牧师强硬的制止。 本片获2009年戛纳电影节金棕榈奖、影评人费比西奖。
全民目击,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2091289138.jpg,7.8,367534,剧情/悬疑/犯罪,2013-09-13(中国大陆),119分钟,非行,孙红雷/余男/郭富城/邓家佳/赵立新/佟丽娅/倪虹洁/陈思诚/周韦彤/廖晓琴/谭松韵/丁子烁,中国大陆,汉语普通话,林泰（孙红雷 饰）是当地名噪一方的富豪，近来正筹备自己人生中的另一件大事，与钟爱多年的女友结婚。不料此时传来噩耗，准新娘被人杀死在公寓的地下停车场，林泰闻讯如雷击顶。警方把怀疑的目光瞄向了他的独女林萌萌（邓家佳 饰），检方提起诉讼后，林泰花重金聘请著名律师周莉（余男 饰）为其女辩护，周莉曾为诸多有名的案件做过代理人，对打赢这场官司信心满满，庭审前，做了大量案头工作。公诉方派出的则是大名鼎鼎的检察官童涛（郭富城 饰），他的公诉犀利坚锐、一语中的。庭审开始后，控辩双方剑拔驽张，火药味十足，但随着审理的进一步深入，罪案越发扑朔迷离，似进入一条看不到边际的死穴......
惊天魔盗团NowYouSeeMe,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2151336415.jpg,7.8,580335,剧情/悬疑/犯罪,2013-10-10(中国大陆)/2013-05-21(纽约首映)/2013-05-31(美国),115分钟,路易斯·莱特里尔,杰西·艾森伯格/艾拉·菲舍尔/伍迪·哈里森/戴夫·弗兰科/马克·鲁弗洛/梅拉尼·罗兰/摩根·弗里曼/迈克尔·凯恩/迈克尔·凯利,美国/法国,英语/法语,不夜赌城拉斯维加斯，豪华的表演大厅内正在进行一场前所未有的魔术表演，由丹尼尔·阿特拉斯（杰西·艾森伯格 Jesse Eisenberg 饰）、亨莉·里维斯（艾拉·菲舍尔 Isla Fisher 饰）、杰克·怀尔德（戴夫·弗兰科 Dave Franco 饰）和梅里特·麦克金尼（伍迪·哈里森 Woody Harrelson 饰）四位魔术师组成的“四骑士”配合天衣无缝，在众目睽睽之下偷来了某法国银行金库内350万欧元纸币，此举在现场至全世界引起轰动。FBI探员罗德（马克·鲁夫洛 Mark Ruffalo 饰）和国际刑警埃尔玛·德雷（梅拉尼·罗兰 Mélanie Laurent 饰）奉命对四人展开调查，却一无所获。无奈之下，他们只得求助于极具名气的揭露魔术师布莱德利（摩根·弗里曼 Morgan Freeman 饰）。 魔术师、盗贼、FBI探员，光影交错下最精...
杀生,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1438583327.jpg,7.8,259628,剧情/悬疑,2012-04-28(中国大陆),109分钟,管虎,黄渤/任达华/余男/苏有朋/马精武/梁静/王迅,中国大陆,汉语普通话/四川话,中国西南、与世隔绝、群山环抱中有个寨子，是个人皆长寿、规矩自成之地，清时皇帝赐名“长寿镇”。某日突爆传染病，地方官派医生（任达华 饰）前往诊治，他在镇子外发现奄奄一息的牛结实（黄渤 饰）。进寨后，往日温厚的村民一反常态，不仅对牛结实拒施援手、避若瘟疫，更迁怒于医生多 管闲事，老镇长（马精武 饰）亲自带着长寿镇医生（苏有朋 饰）和接生婆（梁静 饰）、油漆匠，老族长等人千万百计的阻挠医生对牛结实的救援，牛结实最终没能被救活，医生也找不到此人暴毙的原因。镇民们对医生的不欢迎不合作态度，令医生很沮丧，正当他准备离开的时候，无意中发现了一个被全镇民众一起隐藏在山崖上的一个秘密，带着重重疑惑医生决定暗中走访长寿镇，直到他偶遇一个男孩，长寿镇迷案的真相才一步步揭开…… 该片改编自陈铁军的中篇小说《儿戏杀人》。
如月疑云キサラギ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p655393674.jpg,8.0,60696,喜剧/悬疑,2007-06-16(日本),108分钟,佐藤祐市,小栗旬/中山裕介/小出惠介/塚地武雅/香川照之/酒井香奈子/宍户锭,日本,日语,"C级、或者说D级明星如月美纪自杀了，这是一年前的新闻。她1周年忌日的追悼会召集了5位男士参加：家元（小栗旬饰）、小田裕二（中山裕介饰）、snake（小出惠介饰）、安男（冢地武雄饰）、草莓女孩（香川照之）。平日在网站上相识的5人第一次见面。献上花束的他们开始追思如月。 “她不是自杀的”不知谁突然说的这句话,令所有在场的人都震惊了，大家开始就如月的死因进行分析，而5位男士，似乎也有自己的秘密。究竟真相是什么？这样的讨论，将聚会中的矛盾推向了高潮。"
亡命天涯TheFugitive,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p805294540.jpg,8.1,41691,剧情/动作/悬疑/惊悚/犯罪,1994-11-12(中国大陆)/1993-08-06(美国),130分钟,安德鲁·戴维斯,哈里森·福特/汤米·李·琼斯/雪拉·渥德/朱丽安·摩尔/乔·潘托里亚诺/安德烈亚斯·卡楚拉斯/杰罗恩·克拉比/丹尼尔·洛巴克/L·斯科特·卡德维尔/Tom Wood/罗恩·迪恩/Mark D. Espinoza/Joe Guzaldo/迪克·库萨克/理查德·雷西尔/Otis Wilson/Jim Wilkey/丹尼·高德林/尼克·瑟西/凯文·克劳利/Michael James/Cynthia Baker/迈克·巴卡雷纳/比尔·库萨克/简·林奇/Greg Hollimon/Lily Monkus/大卫·帕斯奎斯/约翰·M·沃森/克丽斯汀·尼尔森/尼尔·弗林/Allen Hamilton/莱斯特·赫特/Roland Burris,美国,英语/波兰语/西班牙语,金波医生（Harrison Ford 饰）的妻子在家中被人谋杀，虽然金波当晚撞见独臂凶手并与之搏斗，但是凶手终于逃走，金波本人却因种种不利证据被判定为谋杀罪。在押解前往监狱的途中，一名犯人试图逃脱造成狱车事故，金波在混乱中搭救了一名警员并趁夜色逃逸。赶到事故现场的联邦司法官山姆（Tommy Lee Jones 饰）接手此案追捕金波，山姆为人精明强干，作风强硬，更重要的是，他怀有一颗探求真相的正义之心。山姆带队与金波展开了节奏紧凑的追捕与反追捕，金波在四面无援的困境中，依靠为爱妻报仇的意念坚持了下来，并将山姆引向此案的真相。原来某大制药厂为使一种失败的新药通过审查，动用了篡改医疗报告等不法手段，不肯合作的金波于是成为了他们暗杀的对象…… 本片获1994年奥斯卡最佳男配角奖等多项褒奖。
平原上的夏洛克,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2574198225.jpg,7.8,165906,剧情/喜剧/悬疑,2019-11-29(中国大陆)/2019-07-22(FIRST青年影展),98分钟,徐磊,徐朝英/张占义/宿树合,中国大陆,汉语普通话/河北方言,超英翻盖新房 ，占义、树河前来帮忙，没想到树河却因意外车祸入院，司机肇事逃逸，超英和占义化身“平原侦探”，踏上了一段令人啼笑皆非的荒诞追凶之旅。
去年在马里昂巴德L'annéedernièreàMarienbad,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2186651056.jpg,8.3,25566,剧情/爱情/悬疑,1961-08-29(威尼斯电影节)/1961-09-29(法国),94分钟,阿伦·雷乃,德菲因·塞里格/乔治·阿尔贝塔齐/萨夏·皮托埃夫/Françoise Bertin/Luce Garcia-Ville/Héléna Kornel/弗朗索瓦丝·斯皮拉,法国/意大利,法语,本片用一种现实与记忆穿插的方式勾勒了男主人公X（吉奥吉欧·艾伯塔基 Giorgio Albertazzi 饰）与女主人公A（德菲因·塞里格 Delphine Seyrig 饰）公剪不断理还乱的情感纠葛。X的记忆中对于巴洛克宫殿里的亭台楼阁如数家珍，在他的描述性旁白中，人们 得以感受到他内心巨大的波澜。在剧场舞台上，戏子正在表演着离愁别绪的桥段。观众席上X跟贵妇A对视良久。歇息之时，剧场响起舞曲，X向A邀舞，两人在近距离表达了对彼此的感受。A觉得这个X是个关注自己的陌生人，但是X却讲述了去年与她发生的一段鲜为人知的故事。期间，还穿插了X跟A丈夫M（莎查•皮托夫 Sacha Pitoëff 饰）游戏对决的场景……
寻枪,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2184558984.jpg,7.8,123856,剧情/悬疑/犯罪,2002-05-09(中国大陆),90分钟,陆川,姜文/宁静/伍宇娟/刘小宁/魏小平/石凉,中国大陆,贵州话,马山（姜文）是西南地区某边陲小镇的一名普通警察，某晚参加妹妹婚宴时因喝得酩酊大醉被人送回家中，次日早晨醒来时，他发现从不离身的配枪不翼而飞。意识到偷枪人可用枪里的三颗子弹杀人时，马山不禁毛骨悚然，当晚所有参加妹妹婚礼的人都成了他的怀疑对象。 在对重点嫌疑人，卖“羊肉粉”的刘结巴、送他回家的周小刚、突然出现在周小刚家的旧恋人李小萌（宁静）一番追踪后，马山依旧没能理出任何头绪，而对李小萌的怀疑里，又混杂了极为复杂的感情，此又导致其妻怀疑他移情别恋。正在这时，李小萌在周小刚家被人用枪打死，马山作为嫌疑人被拘禁。经过一番冷静思考，他终于将乱麻捋顺，开始了寻枪之路。
鲸鱼马戏团Werckmeisterharmóniák,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p726224656.jpg,8.7,14752,剧情/悬疑,2000-07-12,145分钟,贝拉·塔尔/阿尼亚斯·赫拉尼茨基,拉尔斯·鲁道夫/彼得·菲茨/汉娜·许古拉/亚诺什·德尔日/焦科·罗西奇/塔马斯·维兹曼/费伦茨·卡洛伊/米哈伊·科莫斯/普吉·霍瓦特/埃妮克·伯尔彻克/埃娃·奥尔马希·奥尔贝特/艾琳·斯扎基/奥尔弗雷德·亚劳伊/György Barkó/Lajos Dobák/安德拉斯·费克特/彼得·多鲍伊/Géza Balkay/考蒂·拉扎尔/拉斯洛·费卢戈希/久洛·保尔/班纳·米霍克/Mátyás Dráfi/约瑟夫·罗伯戈/Erika Horineczky/Tibor Komáromi,匈牙利/意大利/德国/法国,匈牙利语/斯洛伐克语,一个位于匈牙利平原上的小镇迎来了一个马戏团，最为独特的是这个马戏团有一条鲸鱼的尸体和一个神秘的王子。自从这个马戏团来到这个小镇，所有的秩序都收到干扰，最终爆发了一场暴利与善良的冲突…… 幕后制作 前后制作长达四年，只有39个镜头，却与七个不同的摄影师合作，从美国、匈牙利、德国、法国等，以不同摄影师的独特风格创造出不同的精采片段，剧情以轮转式的从某一个角色的观点游移到另一个角色，鲸鱼马戏团在小镇上的出现，超过六百名的非职业临时演员，融合了早期纪录剧情片式的真实，加上精准的场面调度及强烈的视觉风格，以表现出东欧社会的现况，一块身处在欧洲社会的中央，却是国际社会最边缘局外的景况。
